Search_method Problem Max_evals Run Score
rand_reset_10_times knapPI_16_1000_1000_3 300000 18 0
rand_reset_10_times knapPI_16_1000_1000_3 300000 19 0
rand_reset_10_times knapPI_16_1000_1000_3 300000 20 0
rand_reset_10_times knapPI_16_1000_1000_3 300000 21 0
rand_reset_10_times knapPI_16_1000_1000_3 300000 22 0
rand_reset_10_times knapPI_16_1000_1000_3 300000 23 0
rand_reset_10_times knapPI_16_1000_1000_3 300000 24 0
rand_reset_10_times knapPI_16_1000_1000_3 300000 25 0
rand_reset_10_times knapPI_16_1000_1000_3 300000 26 0
rand_reset_10_times knapPI_16_1000_1000_3 300000 27 0
rand_reset_10_times knapPI_16_1000_1000_3 300000 28 0
rand_reset_10_times knapPI_16_1000_1000_3 300000 29 0
half_random_half_hill_climber knapPI_11_20_1000_4 300000 0 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 1 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 2 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 3 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 4 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 5 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 6 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 7 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 8 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 9 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 10 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 11 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 12 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 13 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 14 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 15 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 16 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 17 1400
